payment_type,date,year,total_fare,total_tips,total_tolls,total_extras,trip_total,total_trp_miles,total_trip_minutes
Cash,2021-10-22,2021,132251.55000000005,216.34,13,11396.260000000002,143877.15000000014,28954.289999999946,116401.69999999997
Cash,2021-10-23,2021,95034.720000000045,98.34999999999998,2,17326.160000000003,112461.23000000008,21682.600000000024,94663.1166666666
Cash,2021-10-24,2021,90599.37000000001,118.90000000000003,1,12009.92,102729.68999999999,22812.16,80209.26666666675
Cash,2021-10-25,2021,115764.98,239.99000000000007,10.5,8521.66,124539.08,24543.209999999988,90431.3499999999
Cash,2021-10-26,2021,91954.629999999976,194.20000000000005,7.62,6668.869999999999,98825.319999999992,20982.499999999949,85430.65
Cash,2021-10-27,2021,84799.379999999946,202.70000000000005,4.5,6856.52,91866.300000000017,21038.420000000042,91118.316666666491
Cash,2021-10-28,2021,95541.89,172.11,8,7891.08,103616.02999999996,23935.770000000022,114793.51666666691
Cash,2021-10-29,2021,117344.27000000008,113.31,11,12195.34,129663.9200000001,26230.099999999984,114912.98333333356
Cash,2021-10-30,2021,75511.609999999942,262.21000000000004,0,7156.7999999999993,82931.619999999966,18623.920000000031,76724.450000000157
Cash,2021-10-31,2021,85819.099999999991,86.419999999999987,90.100000000000009,10338.84,96335.96,22570.940000000017,78586.766666666663
Cash,2021-11-01,2021,108268.04999999989,176.53999999999996,14.5,10928.85,119387.93999999986,27274.830000000075,98194.88333333339
Cash,2021-11-02,2021,97494.779999999868,77.46,3.5,5453.1,103029.33999999985,21002.779999999984,86521.3333333333
Cash,2021-11-03,2021,104570.55999999985,185.57000000000002,7,6298.7000000000007,111063.06999999985,22178.700000000048,91594.366666666552
Cash,2021-11-04,2021,96005.259999999835,213.94999999999996,21.55,7006.16,103247.0699999998,25252.840000000037,95489.683333333363
Cash,2021-11-05,2021,117560.09999999985,209.06999999999996,10.5,6931.85,124723.58999999987,24406.140000000112,102338.95000000013
Cash,2021-11-06,2021,76712.659999999945,105.18999999999998,6,5890.34,82714.189999999944,19178.040000000034,79154.56666666668
Cash,2021-11-07,2021,114833.25999999994,109.16,10,7099.58,122051.99999999993,20910.540000000037,73425.099999999962
Cash,2021-11-08,2021,115998.72999999986,156.63,9.07,6434.45,122599.37999999986,22292.080000000005,95410.3666666668
Cash,2021-11-09,2021,89686.8699999999,151.20999999999998,8.9500000000000011,10315.52,100165.13999999988,20221.200000000008,91196.133333333346
Cash,2021-11-10,2021,100093.8199999998,153.02,3.5,5744.3600000000006,105994.69999999979,22486.100000000071,92927.666666666672
Cash,2021-11-11,2021,108261.86999999986,136.71,8.9,6414.7300000000005,114822.20999999986,22583.71000000009,92793.799999999959
Cash,2021-11-12,2021,115885.09999999993,217.76000000000005,8.1,7911.8099999999995,124022.76999999995,23705.34000000004,100903.73333333344
Cash,2021-11-13,2021,81336.339999999967,134.19,6,6522.21,87998.739999999962,18807.150000000041,77659.483333333352
Cash,2021-11-14,2021,91707.339999999938,74.850000000000009,9.5,7568.74,99360.429999999877,21770.040000000026,68412.45
Cash,2021-11-15,2021,95662.2699999999,132.49,8.3,10785.18,106590.18999999986,22849.090000000026,83956.083333333285
Cash,2021-11-16,2021,118157.33999999981,96.990000000000009,7.8000000000000007,5932.43,124195.85999999983,22274.69999999999,88979.783333333355
Cash,2021-11-17,2021,103917.6999999999,127.25,0,5560.09,109605.91999999984,23145.080000000067,97889.999999999942
Cash,2021-11-18,2021,98430.6999999999,213.64000000000001,12.01,6683.92,105340.83999999991,22873.340000000051,93568.03333333318
Cash,2021-11-19,2021,103898.90999999989,226.57000000000002,1.5,11440.97,115567.94999999988,25738.330000000042,114508.31666666665
Cash,2021-11-20,2021,76740.709999999992,146.57,0,6477.01,83364.289999999979,19040.820000000022,80581.983333333337
Cash,2021-11-21,2021,87796.389999999883,107.6,3,9592.26,97499.249999999854,20855.690000000002,84495.23333333325
Cash,2021-11-22,2021,98253.7499999999,126.07,0,5566.7,103948.46999999987,22700.130000000045,87237.900000000052
Cash,2021-11-23,2021,94886.969999999841,60.11,10.9,5777.7800000000007,100735.75999999983,21559.86000000003,96313.133333333259
Cash,2021-11-24,2021,98611.019999999931,148.3,4.9,5672.43,104506.64999999994,21682.380000000005,85732.6666666668
Cash,2021-11-25,2021,52858.760000000009,59.769999999999996,4,3962.29,56884.820000000007,15166.890000000005,43134.95
Cash,2021-11-26,2021,104286.41999999998,111.53999999999999,2,7909.6799999999994,112309.63999999997,19629.750000000062,77852.3
Cash,2021-11-27,2021,112032.19999999995,128.48,5.9,13762.830000000002,125929.90999999996,26334.770000000055,92269.8
Cash,2021-11-28,2021,102519.24999999988,105.14999999999999,8.8,15102.45,117735.64999999986,24658.770000000037,79891.099999999991
Cash,2021-11-29,2021,122128.60999999988,155.47,30.05,10381.43,132698.50999999983,25938.710000000057,95696.15000000014
Cash,2021-11-30,2021,97507.219999999856,212.04000000000002,7,7167.56,104893.81999999986,24282.650000000012,100700.05000000003
Cash,2021-12-01,2021,105792.81999999995,185.98000000000005,8.4,6506.33,112493.52999999998,22745.49,85667.999999999927
Cash,2021-12-02,2021,136879.03000000006,264.18000000000006,8,7209.6399999999994,144361.44000000012,26214.409999999982,103031.54999999981
Cash,2021-12-03,2021,127409.50999999998,232.75000000000006,53.709999999999994,8805.26,136503.17999999996,26801.490000000038,111989.43333333347
Cash,2021-12-04,2021,102685.28000000006,138.64,22.999999999999996,7542.0300000000007,110389.95000000003,19883.470000000074,89733.266666666648
Cash,2021-12-05,2021,99161.859999999971,143.25,51.5,7131.31,106489.86999999997,20956.350000000024,84626.016666666575
Cash,2021-12-06,2021,139087.64,138.47,0,11698.049999999997,150924.96000000008,23981.199999999975,93773.516666666517
Cash,2021-12-07,2021,88416.249999999913,104.03,8.25,9795.2,98332.119999999981,21531.770000000026,94055.049999999988
Cash,2021-12-08,2021,86131.019999999888,164.5,503.9,5661.94,92462.7399999999,21559.749999999985,88517.616666666654
Cash,2021-12-09,2021,95640.3899999999,180.63000000000002,56.5,6471.07,102348.58999999995,24560.369999999966,95737.349999999831
Cash,2021-12-10,2021,113854.77000000005,242.37,20.32,9324,123441.46000000002,24374.170000000002,110368.60000000027
Cash,2021-12-11,2021,82048.849999999933,155.75999999999996,7.9,9541,91754.509999999951,19754.900000000052,88970.783333333224
Cash,2021-12-12,2021,84055.129999999859,83.22,9,8091.0399999999991,92238.389999999854,20577.220000000052,68989.266666666692
Cash,2021-12-13,2021,95616.019999999931,164.79999999999998,13.58,5551.87,101347.21999999996,21427.680000000026,82046.650000000111
Cash,2021-12-14,2021,116103.78999999996,129.75,26.4,5730.91,121991.78999999998,20357.050000000032,85560.083333333241
Cash,2021-12-15,2021,99781.639999999927,204.61000000000004,5,7610.1699999999992,107603.43999999997,21459.810000000067,95110.550000000076
Cash,2021-12-16,2021,95134.569999999861,213.05,12.8,6989.25,102349.6699999999,23599.69999999995,102041.0999999998
Cash,2021-12-17,2021,96252.749999999927,216.45000000000007,5.9,11424.06,107902.10999999999,23955.930000000037,96798.233333333308
Cash,2021-12-18,2021,78620.349999999933,116.14999999999999,4.15,7805.27,86547.869999999937,20522.810000000074,82458.1000000001
Cash,2021-12-19,2021,71942.249999999913,69.52,5.2,6066.93,78083.8999999999,17985.030000000032,62806.733333333417
Cash,2021-12-20,2021,90076.509999999922,68.86,50,13493.850000000002,103689.22000000004,18870.779999999984,82296.916666666555
Cash,2021-12-21,2021,77776.0499999999,64.14,1.6,4671.0499999999993,82512.909999999887,18264.540000000015,74533.433333333349
Cash,2021-12-22,2021,77584.849999999875,71,8.4,5045.7800000000007,82710.029999999868,17743.090000000047,73192.316666666738
Cash,2021-12-23,2021,88231.329999999929,79.83,1.5,5151.9,93464.559999999925,16500.999999999993,69252.366666666683
Cash,2021-12-24,2021,64188.969999999972,41.15,40.9,4441.37,68712.389999999985,14105.520000000022,49237.716666666718
Cash,2021-12-25,2021,39710.15,30.119999999999997,3.8,3297.6600000000003,43041.729999999996,11577.179999999988,31642.600000000002
Cash,2021-12-26,2021,89774.539999999979,17.36,18.4,6469.9500000000007,96280.25,17697.329999999994,54745.349999999969
Cash,2021-12-27,2021,85902.469999999928,53.019999999999996,12.8,7243.6,93212.779999999955,18785.580000000045,64138.316666666542
Cash,2021-12-28,2021,77025.8899999999,89.539999999999992,17.439999999999998,11126.11,88258.979999999923,20430.08000000002,66911.500000000058
Cash,2021-12-29,2021,76550.60999999987,61.59,28.759999999999998,7170.46,83811.419999999853,20605.050000000014,72439.833333333285
Cash,2021-12-30,2021,77074.7599999999,103.55,52.480000000000004,7096.79,84327.579999999871,20530.400000000012,79914.383333333375
Cash,2021-12-31,2021,76906.469999999972,34.5,128.7,6921,83990.669999999969,20731.730000000029,67438.700000000012
Cash,2022-01-01,2022,50932.539999999986,25.96,75.2,5991.13,57024.82999999998,13818.77000000004,49982.849999999991
Cash,2022-01-02,2022,68356.779999999955,41.34,12.4,9054.35,77464.869999999937,20085.11000000003,55459.516666666656
Cash,2022-01-03,2022,80271.639999999912,102.61999999999998,18.9,9006.7899999999991,89403.149999999965,22156.28999999999,70808.416666666759
Cash,2022-01-04,2022,67129.719999999943,58.599999999999994,5,5632.1900000000005,72825.6499999999,18069.300000000047,62234.9833333334
Cash,2022-01-05,2022,68042.869999999879,86.8,23.4,5216.3899999999994,73369.519999999859,18266.990000000027,62117.13333333339
Cash,2022-01-06,2022,60221.519999999939,86.109999999999985,2,4531.59,64841.219999999943,16528.73000000004,55025.749999999985
Cash,2022-01-07,2022,63169.399999999943,65.53,5.9,4355.52,67597.219999999943,16361.849999999986,58075.799999999959
Cash,2022-01-08,2022,52059.77999999997,108.94999999999999,3,5198.11,57369.839999999982,14262.800000000012,48116.600000000042
Cash,2022-01-09,2022,47058.749999999971,83.039999999999992,17.15,5374.87,52534.309999999969,13110.600000000009,42002.416666666693
Cash,2022-01-10,2022,67765.719999999885,83.22,19.939999999999998,7691.32,75560.269999999873,15522.270000000028,53074.699999999939
Cash,2022-01-11,2022,58762.949999999895,41.02,0,2924.62,61729.8899999999,15350.76999999996,58279.500000000022
Cash,2022-01-12,2022,61937.329999999842,89.529999999999987,3.9,2976.02,65006.779999999824,16215.179999999982,56200.333333333285
Cash,2022-01-13,2022,61607.049999999872,16.08,5.5,3273.8,64902.429999999862,15985.990000000018,63151.36666666664
Cash,2022-01-14,2022,66470.739999999932,54.289999999999992,10.09,4624.48,71159.599999999933,17474.860000000059,63868.650000000009
Cash,2022-01-15,2022,48444.989999999976,33.48,9,4103.21,52590.679999999971,12279.360000000017,48483.183333333349
Cash,2022-01-16,2022,43295.669999999976,38.28,3.9,4250.0599999999995,47587.909999999967,11542.409999999991,45590.266666666619
Cash,2022-01-17,2022,52596.999999999971,56.999999999999993,66.9,4846.62,57567.589999999967,14659.170000000033,47385.849999999962
Cash,2022-01-18,2022,89547.099999999889,101.14999999999999,2.9,7393.42,97044.56999999992,18611.700000000019,64077.450000000084
Cash,2022-01-19,2022,64571.059999999823,116.05,9,3408.55,68104.6599999998,16691.980000000032,62309.949999999924
Cash,2022-01-20,2022,65918.249999999884,45.449999999999996,3.4,3860.09,69827.189999999857,16906.790000000012,60346.516666666517
Cash,2022-01-21,2022,63289.5999999999,116.6,3.9,6991.5899999999992,70401.6899999999,16442.260000000024,65223.15
Cash,2022-01-22,2022,50969.069999999978,63.36999999999999,13.5,7246.41,58292.349999999962,13213.600000000008,49356.433333333327
Cash,2022-01-23,2022,47243.389999999978,7.84,4.9,7832.3099999999995,55088.439999999959,13070.900000000011,40519.61666666669
Cash,2022-01-24,2022,64416.739999999889,66.79,11.8,6153.32,70650.249999999884,16960.900000000034,67193.466666666616
Cash,2022-01-25,2022,59802.159999999887,52.55,7.52,3710.8700000000003,63573.099999999875,15241.430000000015,59598.016666666663
Cash,2022-01-26,2022,60862.249999999869,87.91,10.67,2708.91,63669.809999999859,15593.679999999991,68376.866666666538
Cash,2022-01-27,2022,67253.809999999852,120.41,2,6565.6,73941.819999999847,16512.800000000032,73444.3833333333
Cash,2022-01-28,2022,64245.899999999929,87.350000000000009,19.5,4724.43,69077.249999999927,16476.040000000023,65808.0333333334
Cash,2022-01-29,2022,49834.169999999976,52.75,1.5,3698.37,53588.739999999962,12719.220000000019,50152.3333333334
Cash,2022-01-30,2022,47398.539999999979,75.71,1.9,4160.34,51636.489999999983,12483.700000000013,43191.850000000013
Cash,2022-01-31,2022,67379.49000000002,78.06,6,5000.92,72464.540000000008,18191.680000000015,68847.86666666661
Cash,2022-02-01,2022,79539.54,80.029999999999987,11,3553.21,83184.59,17279.780000000002,71907.18333333332
Cash,2022-02-02,2022,43208.47,81.77,7.5,3321.61,46619.35,10814.449999999997,51227.64999999998
Cash,2022-02-03,2022,55242.48,87.15,7.82,3588.5,58926.030000000013,13658.320000000007,62735.683333333291
Cash,2022-02-04,2022,73028.52,109.99,1.56,12130.94,85272.049999999988,19815.480000000007,76531.033333333282
Cash,2022-02-05,2022,61284.630000000005,61.57,5.1,7246.7899999999991,68598.09,15748.73000000001,61109.899999999972
Cash,2022-02-06,2022,52054.429999999986,65.759999999999991,4.5,5305,57430.189999999995,14246.37000000001,49387.816666666695
Cash,2022-02-07,2022,71367.3,63.69,8.75,8366.7699999999986,79806.72,18728.040000000019,69115.383333333331
Cash,2022-02-08,2022,69179.59,124.05,4.45,8868.28,78176.37,17551.260000000013,74218.166666666657
Cash,2022-02-09,2022,69743.6,105.47,9.65,3501.2,73360.420000000013,17867.630000000012,72477.28333333334
Cash,2022-02-10,2022,76999.920000000013,81.84,57.41,3731.87,80871.610000000015,18328.560000000005,72145.449999999953
Cash,2022-02-11,2022,76288.87999999999,106.39999999999999,5.3,4537.32,80937.9,19802.430000000022,79761.099999999933
Cash,2022-02-12,2022,57058.82,64.26,7.8,4751.46,61882.340000000004,14692.1,58579.799999999988
Cash,2022-02-13,2022,58367.62,62.51,4.5,5447.15,63883.73,16853.64000000001,52731.866666666632
Cash,2022-02-14,2022,77275.310000000012,84.41,10.35,5418.96,82789.680000000022,20677.310000000016,79350.53333333334
Cash,2022-02-15,2022,74977.68,78.43,4.65,4382.46,79443.43,19875.180000000022,74608.583333333328
Cash,2022-02-16,2022,78298.73,110.30999999999999,12.21,4282.35,82703.670000000013,20359.480000000003,79892.316666666637
Cash,2022-02-17,2022,61418.31,47.819999999999993,6.8,4027.19,65500.369999999995,15962.370000000019,68008.599999999977
Cash,2022-02-18,2022,97551.89999999998,169.01999999999998,195.45,8838.9,106755.97999999994,23462.380000000048,98532.316666666607
Cash,2022-02-19,2022,75563.160000000018,80.84,3335.33,10081.54,89060.87,17972.289999999997,65190.300000000047
Cash,2022-02-20,2022,65131.890000000007,57.91,0,6005.98,71195.779999999984,17291.280000000002,53430.366666666647
Cash,2022-02-21,2022,72292.38,98.649999999999991,3.6,6648.44,79043.209999999992,18574.019999999997,63492.183333333334
Cash,2022-02-22,2022,76845.93,61.389999999999993,6.6,5413.98,82328.469999999987,20263.600000000009,76510.533333333267
Cash,2022-02-23,2022,86584.25,107.02999999999999,3.6,6188.57,92883.739999999976,21879.130000000008,86630.35
Cash,2022-02-24,2022,105559.90999999996,169.07,13.15,6551.7,112293.89999999995,23466.670000000049,98398.633333333331
Cash,2022-02-25,2022,112724.67999999995,189.05,9.4,8333.4700000000012,121258.61999999995,24679.51,103899.81666666661
Cash,2022-02-26,2022,103251.25999999998,75.56,11,6688.24,110026.05999999998,19947.550000000007,81552.933333333393
Cash,2022-02-27,2022,82470.09,147.11,2.95,7094.6100000000006,89714.76,20902.590000000011,63951.883333333295
Cash,2022-02-28,2022,88578.150000000009,108.27999999999999,13,10672.110000000002,99371.610000000015,21614.480000000014,97594.08333333327
Cash,2022-03-01,2022,81559.669999999969,123.79,17.8,5560.04,87261.869999999966,21364.420000000031,84855.100000000035
Cash,2022-03-02,2022,80895.229999999967,185.29,12.650000000000002,5073.65,86166.819999999978,21151.000000000022,82641.6666666666
Cash,2022-03-03,2022,91781.819999999934,195.37,6.8000000000000007,8742.04,100727.09999999992,24558.860000000041,97520.433333333422
Cash,2022-03-04,2022,100140.61999999991,255.90000000000003,59.15,7233.96,107690.19999999992,25857.720000000038,107304.99999999993
Cash,2022-03-05,2022,81038.959999999992,119.02,1.8,6538.46,87698.739999999991,20871.649999999998,90282.916666666672
Cash,2022-03-06,2022,75763.299999999988,131.88,20.8,7058.32,82974.299999999974,21439.19000000001,68151.566666666738
Cash,2022-03-07,2022,89728.459999999963,157.52000000000004,6,8019.1799999999994,97911.799999999945,24367.580000000013,80764.6333333334
Cash,2022-03-08,2022,87316.769999999931,81.92,10.9,5501.44,92911.529999999926,22811.100000000071,87648.299999999959
Cash,2022-03-09,2022,84851.429999999935,120.99,8.4,5573.1399999999994,90554.529999999941,21330.460000000032,82787.849999999919
Cash,2022-03-10,2022,93330.089999999938,221.89,2,12491.77,106046.38999999994,25296.740000000016,93628.183333333218
Cash,2022-03-11,2022,96980.649999999965,215.53,13,10151.07,107361.88999999996,25161.140000000036,98175.73333333341
Cash,2022-03-12,2022,89748.99,130.27,6.15,8483.02,98368.429999999964,23292.440000000017,91416.516666666648
Cash,2022-03-13,2022,76082.609999999986,160.62,3342.91,11557.08,91143.719999999958,21476.000000000007,78512.31666666668
Cash,2022-03-14,2022,91176.489999999962,151,13.5,13040.95,104385.97999999995,24092.740000000042,86930.2166666666
Cash,2022-03-15,2022,88559.939999999988,121.12,7.5,6930.2899999999991,95619.419999999969,23102.420000000031,99058.400000000052
Cash,2022-03-16,2022,88996.149999999951,133.92000000000002,14.9,5816.96,94961.999999999942,23767.020000000026,90077.683333333422
Cash,2022-03-17,2022,104155.59999999996,171.23000000000002,7.8000000000000007,7020.75,111355.48999999992,25818.38000000003,98365.2833333334
Cash,2022-03-18,2022,98017.279999999941,299.03000000000003,12,8467.04,106795.34999999992,25213.680000000022,111855.65
Cash,2022-03-19,2022,74100.3,122.56,78,7592.1299999999992,81892.99,19412.090000000022,75773.849999999948
Cash,2022-03-20,2022,77192.589999999982,125.64999999999999,2.25,8472.34,85793.329999999973,21627.220000000005,77607.3500000001
Cash,2022-03-21,2022,102536.60999999994,129.43,5.5,8867.2800000000025,111539.38999999993,27891.200000000004,102304.7833333334
Cash,2022-03-22,2022,101846.1699999999,206.19999999999996,14.48,14537.49,116606.63999999987,27139.710000000043,100320.81666666656
Cash,2022-03-23,2022,101552.33999999991,246.68999999999997,4.5,7263.04,109068.36999999989,24986.930000000048,96635.7666666668
Cash,2022-03-24,2022,108381.15999999993,281.39,3376.58,11873.5,123912.62999999987,27987.560000000023,115009.53333333333
Cash,2022-03-25,2022,106046.10999999997,240.23999999999998,55.91,8730.1,115072.93999999993,27884.509999999995,109536.35000000005
Cash,2022-03-26,2022,82888.27999999997,220.14,10.9,7677.4,90797.219999999958,22210.480000000025,74783.766666666721
Cash,2022-03-27,2022,80243.51999999999,153.61,5.8,8527.05,88929.979999999967,25028.14,68943.65
Cash,2022-03-28,2022,106583.07999999991,146.69,18.4,9058.1,115807.76999999992,25826.60000000006,90949.750000000073
Cash,2022-03-29,2022,95097.829999999914,138.64000000000001,226.22,7045.29,102508.36999999991,21738.750000000025,86548.599999999919
Cash,2022-03-30,2022,94491.949999999953,217.3,4455.54,12144.57,111311.87999999993,24167.530000000032,103692.24999999997
Cash,2022-03-31,2022,105733.64000000001,143.28,16.65,8166.2100000000009,114060.34999999999,24960.610000000011,97027.550000000017
Cash,2022-04-01,2022,120539.74000000002,256.69,223.28,9530.22,130550,27494.589999999946,109708.41666666629
Cash,2022-04-02,2022,81181.31,121.91,7,13331.04,94641.26,22035.850000000035,86165.5499999999
Cash,2022-04-03,2022,103098.77999999994,92.929999999999993,9.5,9450.3200000000015,112651.52999999997,22325.270000000106,67375.2
Cash,2022-04-04,2022,201886.99999999994,149.24,7.7099999999999991,10243.750000000002,212287.69999999998,26081.209999999952,90986.866666666887
Cash,2022-04-05,2022,125412.97999999994,115.1,9,8827.32,134365.39999999994,25990.529999999861,98009.75
Cash,2022-04-06,2022,96740.679999999949,170.59,7.04,11712.75,108631.06000000001,24429.889999999989,95186.9333333333
Cash,2022-04-07,2022,129873.33999999998,273.35000000000008,11.4,8641.44,138799.52999999991,27910.310000000005,118643.76666666685
Cash,2022-04-08,2022,148142.25999999998,252.63000000000002,15.32,9397.5500000000011,157808.32999999996,29197.409999999934,130947.56666666646
Cash,2022-04-09,2022,84020.32,163.63000000000002,32.519999999999996,9035.21,93251.680000000008,22382.780000000035,88628.500000000058
Cash,2022-04-10,2022,102969.02999999994,75.92,10.5,8806.14,111861.58999999992,24254.079999999907,74923.5
Cash,2022-04-11,2022,105974.44999999997,154.06,3,8039.1999999999989,114172.65999999993,26612.849999999995,87143.21666666666
Cash,2022-04-12,2022,111646.14999999992,184.40000000000006,7.5,6374.369999999999,118212.48999999995,25003.160000000062,96451.416666666744
Cash,2022-04-13,2022,129663.00999999983,167.50000000000003,9.5,7790.78,137630.78999999992,26230.559999999943,100968.05000000005
Cash,2022-04-14,2022,112196.86999999997,180.91,6,8512.5800000000017,120899.05999999994,28553.419999999922,105562.4166666665
Cash,2022-04-15,2022,118787.97999999998,187.47000000000003,11,9119.38,128105.83,25831.559999999961,109308.25000000016
Cash,2022-04-16,2022,87211.669999999984,96.36,3340.23,12067.54,102715.79999999997,22644.059999999925,84103.683333333189
Cash,2022-04-17,2022,104851.7,79.059999999999988,5,11961.53,116897.29,23401.539999999986,73128.466666666733
Cash,2022-04-18,2022,108965.14999999998,169.72000000000003,3,7250.05,116387.99,25260.769999999935,92677.033333333384
Cash,2022-04-19,2022,140173.87999999995,172.93,5.9,7186.6100000000006,147539.31999999992,23869.669999999896,92219.749999999738
Cash,2022-04-20,2022,117305.35999999994,168.63000000000002,6.08,16028.960000000001,133509.09999999998,24546.760000000031,93382.333333333489
Cash,2022-04-21,2022,123223.2999999999,189.81000000000006,1.33,10644.93,134060.36999999988,24748.040000000048,100943.0166666665
Cash,2022-04-22,2022,116121.07999999996,212.30000000000007,4,9481.869999999999,125819.24999999999,26235.010000000006,105614.00000000029
Cash,2022-04-23,2022,90358.439999999988,156.29,517.48,22245.709999999995,113277.92000000003,23965.169999999922,97023.4333333333
Cash,2022-04-24,2022,85539.50999999998,148.69000000000003,12.3,8367.18,94067.68,24895.640000000014,77651.7999999998
Cash,2022-04-25,2022,166962.32,216.51999999999998,9.7,8377.1400000000012,175566.25000000003,28908.749999999847,96234.15
Cash,2022-04-26,2022,102522.83999999992,119.66999999999999,13.4,7411.0999999999995,110067.0999999999,26312.22999999997,100124.2499999999
Cash,2022-04-27,2022,110966.93999999999,199.59000000000006,10.92,10358.63,121536.08,30720.280000000021,113869.46666666702
Cash,2022-04-28,2022,114527.30999999995,159.87000000000003,5.5,8520.619999999999,123214.59999999995,29950.629999999848,117925.56666666664
Cash,2022-04-29,2022,122859.13999999994,278.12000000000006,8,11043.7,134192.8599999999,29220.090000000066,117971.03333333319
Cash,2022-04-30,2022,93732.58,110.89,0,8791.5500000000011,102635.02000000002,25376.150000000012,99499.1666666667
Cash,2022-05-01,2022,129269.49,171.76999999999998,9.23,13483.86,142936.30000000002,28086.640000000018,88516.883333333346
Cash,2022-05-02,2022,98947.72000000003,240.70000000000002,941.43000000000006,19950.5,120084.25000000003,27875.359999999993,90306.550000000017
Cash,2022-05-03,2022,112083.25,183.85,7.8299999999999992,15574.56,127855.34,26301.130000000023,104602.18333333339
Cash,2022-05-04,2022,118530.97,354.3900000000001,1.9,7820.46,126708.29000000004,27609.979999999996,110693.39999999995
Cash,2022-05-05,2022,114125.19999999998,236.88,15.03,8939.4700000000012,123318.08,29410.93,136539.55000000005
Cash,2022-05-06,2022,110781.28999999998,219.49,8.4,9320.07,120329.74999999997,29610.87000000001,124395.88333333339
Cash,2022-05-07,2022,94522.710000000021,246.20000000000005,5,8191.4,102965.31000000003,25184.390000000014,104905.79999999999
Cash,2022-05-08,2022,90165.92,200.57999999999998,7.3,9915.11,100293.30999999998,25942.610000000022,92811.216666666689
Cash,2022-05-09,2022,105426.56999999998,188.89000000000001,15.8,10674.89,116306.86999999998,27676.609999999971,102302.35
Cash,2022-05-10,2022,115770.75000000001,291.98999999999995,3221.14,9754.739999999998,129043.52000000002,27937.26,114565.35000000005
Cash,2022-05-11,2022,151071.94999999998,317.42999999999995,12.5,11875.34,163282.69000000003,29398.510000000035,122243.90000000001
Cash,2022-05-12,2022,153306.69,243.4,1207.22,11197.650000000001,166014.46000000002,31324.590000000033,126715.88333333327
Cash,2022-05-13,2022,156727.08,310.52,7.5,11988.240000000002,169293.18999999994,31468.309999999994,132292.83333333346
Cash,2022-05-14,2022,94088.810000000012,63.230000000000004,11.9,10258.369999999999,104723.61000000003,26745.049999999996,100122.76666666662
Cash,2022-05-15,2022,94067.8,135.82,10.4,9003.73,103467.35000000002,25541.229999999992,84622.583333333314
Cash,2022-05-16,2022,105933.50000000004,111.56,30.4,9514.44,115771.75000000001,29245.890000000032,115547.39999999992
Cash,2022-05-17,2022,131472.72999999998,206.9,8.98,9331.24,141223.28999999995,29222.270000000011,112878.5166666666
Cash,2022-05-18,2022,107819.86,325.04999999999995,28.9,8671.9000000000015,117065.36000000002,28005.350000000017,112521.99999999997
Cash,2022-05-19,2022,122625.55,274.47,4.04,20744.8,143878.56,31475.570000000018,129115.33333333324
Cash,2022-05-20,2022,152871.45,446.27000000000004,2261.25,22363,178299.00999999998,32922.87999999999,136406.95000000004
Cash,2022-05-21,2022,109409.56999999999,136.95999999999998,14.9,13401.02,123352.45,29970.610000000015,110390.9666666667
Cash,2022-05-22,2022,150863.81,224.76000000000005,30.18,12633.14,164089.73999999987,32040.560000000027,108369.56666666667
Cash,2022-05-23,2022,160906.79000000004,355.65999999999997,12.780000000000001,24697.87,186257.79999999996,34948.510000000009,133904.38333333339
Cash,2022-05-24,2022,127217.80000000002,365.76,12.5,10208.4,138009.93000000002,32663.36000000003,130737.28333333335
Cash,2022-05-25,2022,131366.34000000003,199.29,1127.4999999999998,22754.940000000002,155681.18999999997,29538.640000000021,115419.51666666674
Cash,2022-05-26,2022,135386.51000000004,210.81000000000003,24,11506.24,147364.01000000004,32080.250000000033,131003.51666666678
Cash,2022-05-27,2022,131314.53,139.14,57.4,10696.75,142428.17,30093.960000000043,123572.18333333333
Cash,2022-05-28,2022,96207.98,115.97,8.5,10492.83,107072.93000000001,25634.370000000014,98865.983333333308
Cash,2022-05-29,2022,95023.199999999983,126.3,20.9,9763.87,105193.62000000002,26515.160000000025,98921.366666666654
Cash,2022-05-30,2022,117831.65999999997,54.41,23.82,10450.37,128588.40999999999,27078.700000000008,83468.999999999985
Cash,2022-05-31,2022,142722.65999999995,241.68,16.8,8947.04,152085.20999999985,29154.320000000025,112887.94999999995
Cash,2022-06-01,2022,146806.31999999992,170.54999999999998,8.5,10526.03,157646.1599999998,30244.119999999886,117888.94999999981
Cash,2022-06-02,2022,157683.91000000003,334.24000000000007,13.5,11575.630000000001,169832.03000000023,33694.859999999957,131225.90000000043
Cash,2022-06-03,2022,194751.38000000006,417.09,8.8,17940.129999999997,213425.64000000036,36744.35,158266.16666666628
Cash,2022-06-04,2022,111503.15000000001,152.79999999999998,7.94,22346.749999999996,134282.18999999974,28844.1699999999,114089.59999999995
Cash,2022-06-05,2022,115784.57999999997,270.05999999999995,8.97,18118.33,134448.13999999966,28400.61999999993,97458.1166666666
Cash,2022-06-06,2022,144209.92,256.49,23.25,10182.499999999998,154955.41000000003,29985.079999999951,121655.19999999978
Cash,2022-06-07,2022,173529.27999999985,456.46000000000004,6.8,18197.52,192479.66,35089.849999999933,131281.89999999994
Cash,2022-06-08,2022,113739.03999999995,301.01,428.63,12349.980000000001,127079.95999999967,30662.739999999994,126141.50000000004
